course_number,title,course_id,year,term,credits,meeting_time,instructor,description,course_note,requires,fas_divisional_distribution,quantitative_reasoning_with_data,is_general_education_course,general_requirement_type,source_page
SOC-STD 98MO,Migration and Mobility,226777,2026,Spring,4,T 0345 PM - 0545 PM | Instructor Permission Required,Angela Leocata,"Migration intimately shapes how we navigate and make sense of our social worlds; social life is embroiled in anxieties and fears around emplacement and displacement. However, migration is also unequal and uneven. It can be forced, involuntary, and divisive. People's histories, families, generational relations to displacement, identities, and locations affect how migration is experienced. How might we bring these wider histories and relations into understandings of contemporary migration? How do inherited social worlds shape processes and practices of migration? Drawing on texts and theories core to contemporary migration studies across global diaspora and those immediate to us in Massachusetts, this course will examine the multiple forms that displacement can assume and how social scientists have conceptualized them. Key themes will include labor/work, the production of borders and their performance beyond border zones, im/mobility and il/legality, generation, and kinship. We will ask how wider histories shape how knowledge is produced, what narratives are told, and how the local and global are rendered knowable. Through theory and ethnography, the seminar will examine these questions together to grapple with the labor of mobility, experiences of immobility and declassing, questions of emplacement, and the ever-present idea of deportability.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail. This course will be taught by Dr. Angela Leocata.,,Social Sciences,No,No,FAS Divisional Distribution,3370
SOC-STD 98MP,"Medicine, Colonialism, Power",233113,2027,Spring,4,No meeting time listed | Instructor Permission Required,Chris Rominger,"In this course we will develop an understanding of how modern medicine and global health practices have been shaped by colonial histories whose structures and vestiges remain. Employing interdisciplinary approaches to a variety of global health problems since the nineteenth century, we will analyze how power is expressed in but also contested and reshaped by the medical encounter. Plague quarantines; sex and eugenics; the deployment of psychiatry to stem political resistance; economic interests behind COVID-19 responses – these and other flashpoints can help us understand how modern conceptions of race, gender, the individual, the body, illness and health were constructed. This is less a ""history of medicine"" than it is an exploration of what medicine and health can reveal about how power relations operate in our everyday lives. Assignments in this course culminate in an independent research paper, emphasizing historical and archival methods. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3370
SOC-STD 98ND,Justice and Reconciliation after Mass Violence,128057,2027,Spring,4,No meeting time listed | Instructor Permission Required,Jonathan Hansen,"This seminar examines the problem of justice and reconciliation after mass violence: How does a nation sundered by genocide, civil war, or gross human rights violations reestablish the social trust and civic consciousness required of individual and collective flourishing? What is the proper balance between individual and collective responsibility? What is the role of trials, truth commissions, and apology in civil reconciliation? How do specific types of mass violence influence outcomes? What makes some reconciliations successful, others less so? The course engages these and other questions from theoretical, historical and contemporary perspectives, exploring the legacy of mass violence going back centuries, while examining reconciliation projects across cultures, countries, and continents. This course comprises three units: 1) a typology of mass violence (civil war, genocide, state repression, for instance) and theoretical perspectives; 2) case studies of the U.S. Civil War (and its continuing legacy), the Troubles (N. Ireland), and the Rwandan genocide; and 3) a research and writing workshop emphasizing students own work. The goal of the course is to introduce participants to a range of fruitful interdisciplinary approaches to the topic, ultimately launching students on their own 20-25pp. research projects. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3370
SOC-STD 98ND,Justice and Reconciliation after Mass Violence,128057,2026,Spring,4,M 1245 PM - 0245 PM | Instructor Permission Required,Jonathan Hansen,"This seminar examines the problem of justice and reconciliation after mass violence: How does a nation sundered by genocide, civil war, or gross human rights violations reestablish the social trust and civic consciousness required of individual and collective flourishing? What is the proper balance between individual and collective responsibility? What is the role of trials, truth commissions, and apology in civil reconciliation? How do specific types of mass violence influence outcomes? What makes some reconciliations successful, others less so? The course engages these and other questions from theoretical, historical and contemporary perspectives, exploring the legacy of mass violence going back centuries, while examining reconciliation projects across cultures, countries, and continents. This course comprises three units: 1) a typology of mass violence (civil war, genocide, state repression, for instance) and theoretical perspectives; 2) case studies of the U.S. Civil War (and its continuing legacy), the Troubles (N. Ireland), and the Rwandan genocide; and 3) a research and writing workshop emphasizing students own work. The goal of the course is to introduce participants to a range of fruitful interdisciplinary approaches to the topic, ultimately launching students on their own 20-25pp. research projects. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3371
SOC-STD 98PM,Political Myth,225033,2026,Fall,4,W 0300 PM - 0500 PM | Instructor Permission Required,Benjamin Mueser,"Political myth, or ideologically-marked narratives that are essential to the identity of a social group, has often been thought of as antithetical to political theory. By obscuring the truth in false narratives, or by communicating truths through narrative and arational means, myth has been interpreted as hostile to freedom, liberalism, rationalism, and deliberative democracy. And yet, despite Max Weber's claim that the modern world had become 'disenchanted,' the last century saw an explosion of political myths implicitly and explicitly driving mass political movements. Political myth prompts key questions about political theory: Is it possible or even desirable to have a politics without myth? If not, then what role exactly does myth play in politics? Can political myths be open to contestation and reevaluation? Under what conditions can political myth be a means of oppression, and under what conditions can it serve emancipatory ends? To address these questions, this class will examine the relationship between myth and politics through a series of major theoretical statements drawn mostly from European intellectual history followed by a series of case studies. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3371
SOC-STD 98PM,Political Myth,225033,2025,Fall,4,W 0300 PM - 0500 PM | Instructor Permission Required,Benjamin Mueser,"Political myth, or ideologically-marked narratives that are essential to the identity of a social group, has often been thought of as antithetical to political theory. By obscuring the truth in false narratives, or by communicating truths through narrative and arational means, myth has been interpreted as hostile to freedom, liberalism, rationalism, and deliberative democracy. And yet, despite Max Weber's claim that the modern world had become 'disenchanted,' the last century saw an explosion of political myths implicitly and explicitly driving mass political movements. Political myth prompts key questions about political theory: Is it possible or even desirable to have a politics without myth? If not, then what role exactly does myth play in politics? Can political myths be open to contestation and reevaluation? Under what conditions can political myth be a means of oppression, and under what conditions can it serve emancipatory ends? To address these questions, this class will examine the relationship between myth and politics through a series of major theoretical statements drawn mostly from European intellectual history followed by a series of case studies. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits.,,Social Sciences,No,No,FAS Divisional Distribution,3371
SOC-STD 98PO,"States, Empires, and Postcolonialism",224409,2027,Spring,4,No meeting time listed | Instructor Permission Required,Yasemin Bavbek,"This seminar introduces major approaches to empires in social sciences, with a particular focus on the global and postcolonial turns and their critiques. We will discuss canonical works of postcolonialism, subaltern studies, and the Black Radical Tradition together with contemporary empirical work on empires. This seminar aims to 1) develop a comprehensive understanding of the conceptual toolkit of postcolonial thought and the Black Radical Tradition while addressing the sociopolitical contexts which gave rise to them, 2) compare postcolonial approaches to other major paradigms of anti-imperialist thought, and 3) survey approaches to empires and borderlands that do not conform to the categories of postcolonial thought. We will explore imperial legacies in social thought, political organization, and state formation from an interdisciplinary perspective. Some of the questions this seminar addresses are: How are racialization and empire related in different contexts? How can we apprehend the histories of (physical, epistemic, symbolic etc.) violence and extraction from a subaltern anti- imperial perspective? How do the metropoles and colonies relate to and constitute each other? Do empires learn from each other, and if so how? How do imperial relations structure contemporary politics, culture, and power relations? What forms does imperial domination and resistance against empire take? This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3372
SOC-STD 98PO,"States, Empires, and Postcolonialism",224409,2025,Fall,4,W 0300 PM - 0500 PM | Instructor Permission Required,Yasemin Bavbek,"This seminar introduces major approaches to empires in social sciences, with a particular focus on the global and postcolonial turns and their critiques. We will discuss canonical works of postcolonialism, subaltern studies, and the Black Radical Tradition together with contemporary empirical work on empires. This seminar aims to 1) develop a comprehensive understanding of the conceptual toolkit of postcolonial thought and the Black Radical Tradition while addressing the sociopolitical contexts which gave rise to them, 2) compare postcolonial approaches to other major paradigms of anti-imperialist thought, and 3) survey approaches to empires and borderlands that do not conform to the categories of postcolonial thought. We will explore imperial legacies in social thought, political organization, and state formation from an interdisciplinary perspective. Some of the questions this seminar addresses are: How are racialization and empire related in different contexts? How can we apprehend the histories of (physical, epistemic, symbolic etc.) violence and extraction from a subaltern anti- imperial perspective? How do the metropoles and colonies relate to and constitute each other? Do empires learn from each other, and if so how? How do imperial relations structure contemporary politics, culture, and power relations? What forms does imperial domination and resistance against empire take? This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits.,,Social Sciences,No,No,FAS Divisional Distribution,3372
SOC-STD 98PV,The Critical Theory of the Frankfurt School,156263,2026,Fall,4,W 0945 AM - 1145 AM | Instructor Permission Required,Charles Clavey,"This course examines the distinctive critical theory created by members of the Institute for Social Research— better known as the Frankfurt School—from its origins in the interwar era to the present day. Over these decades, critical theory has used tools from philosophy, psychology, and sociology to grasp the pathologies of the present and to chart a path towards emancipation in the future. We will reconstruct the Frankfurt School's evolving theory through its connections to the most important themes of twentieth-century thought: capitalism, authoritarianism, individuality, bureaucracy, and alienation. Our goal is not only to gain a deep understanding of critical theory but also to assess its continued relevance to modern social and political thought. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3372
SOC-STD 98PV,The Critical Theory of the Frankfurt School,156263,2025,Fall,4,W 0945 AM - 1145 AM | Instructor Permission Required,Charles Clavey,"This course examines the distinctive critical theory created by members of the Institute for Social Research— better known as the Frankfurt School—from its origins in the interwar era to the present day. Over these decades, critical theory has used tools from philosophy, psychology, and sociology to grasp the pathologies of the present and to chart a path towards emancipation in the future. We will reconstruct the Frankfurt School's evolving theory through its connections to the most important themes of twentieth-century thought: capitalism, authoritarianism, individuality, bureaucracy, and alienation. Our goal is not only to gain a deep understanding of critical theory but also to assess its continued relevance to modern social and political thought. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits.,,Social Sciences,No,No,FAS Divisional Distribution,3373
SOC-STD 98RI,Religion in Politics,224372,2026,Fall,4,W 0945 AM - 1145 AM | Instructor Permission Required,Sarah Greenberg,"This course problematizes the place, space, and role of religion in political and social life. We will question how, when, and why religion shapes, generates, and complicates politics, and if religion as such ontologically belongs to any political party or location on a right-left spectrum or a public-private distinction. We will explore these dynamics through primary and secondary works of political theory and intellectual history, and focus on ideas, concepts, and traditions such as civil religion, secularism, pluralism, liberalism, authority, identity, and more. Assignments in this course are focused on completing an independent research paper by the end of the term, emphasizing theoretical and historical methods. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3373
SOC-STD 98RI,Religion in Politics,224372,2025,Fall,4,R 0945 AM - 1145 AM | Instructor Permission Required,Sarah Greenberg,"This course problematizes the place, space, and role of religion in political and social life. We will question how, when, and why religion shapes, generates, and complicates politics, and if religion as such ontologically belongs to any political party or location on a right-left spectrum or a public-private distinction. We will explore these dynamics through primary and secondary works of political theory and intellectual history, and focus on ideas, concepts, and traditions such as civil religion, secularism, pluralism, liberalism, authority, identity, and more. Assignments in this course are focused on completing an independent research paper by the end of the term, emphasizing theoretical and historical methods. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits.,,Social Sciences,No,No,FAS Divisional Distribution,3373
SOC-STD 98RM,Rethinking Democracy in the (Mis)Information Age,226775,2027,Spring,4,No meeting time listed | Instructor Permission Required,Winston Berg,"Liberal deliberative ethics often assumes that people with different perspectives can, through dialogue, come to agree—or at minimum, to understand one another. Yet recent phenomena, including rising polarization, the spread of bizarre conspiracy theories, and the proliferation of online misinformation, challenge this assumption. They raise the possibility of differences in perspective that are irreconcilable and non-eliminable. How should democratic societies respond to the proliferation of seemingly incompatible belief systems throughout the public? And, what does it mean to be an informed citizen in this fragmented informational environment? This tutorial examines these questions by combining empirical research on public opinion with theoretical approaches from social and political epistemology, ordinary language philosophy, and political theory. This course invites students to explore alternative models of democratic deliberation that do not hinge on restoring a possibly mythical condition of factual consensus but instead view shared understanding as an outcome of active engagement.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3374
SOC-STD 98RM,Rethinking Democracy in the (Mis)Information Age,226775,2026,Spring,4,M 1245 PM - 0245 PM | Instructor Permission Required,Winston Berg,"Liberal deliberative ethics often assumes that people with different perspectives can, through dialogue, come to agree—or at minimum, to understand one another. Yet recent phenomena, including rising polarization, the spread of bizarre conspiracy theories, and the proliferation of online misinformation, challenge this assumption. They raise the possibility of differences in perspective that are irreconcilable and non-eliminable. How should democratic societies respond to the proliferation of seemingly incompatible belief systems throughout the public? And, what does it mean to be an informed citizen in this fragmented informational environment? This tutorial examines these questions by combining empirical research on public opinion with theoretical approaches from social and political epistemology, ordinary language philosophy, and political theory. This course invites students to explore alternative models of democratic deliberation that do not hinge on restoring a possibly mythical condition of factual consensus but instead view shared understanding as an outcome of active engagement.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail. This course will be taught by Dr. Winston Berg.,,Social Sciences,No,No,FAS Divisional Distribution,3374
SOC-STD 98SE,"Race, Ethnicity, and Inequality",213256,2026,Spring,4,M 0945 AM - 1145 AM | Instructor Permission Required,Christina Ciocca Eller,"The United States is more racially and ethnically diverse than at any point in its history. Yet racial and ethnic social categories remain persistent sources of inequality in American society. This tutorial will interrogate the relationships between race, ethnicity, and inequality, examining theoretical and empirical approaches across multiple social domains. Part I of the course focuses on the historical development and contemporary meanings of both ""race"" and ""ethnicity"" in the United States. Part II discusses the reproduction of social categories and the consequences of reproduction for inequality. Part III examines the relationship between race, ethnicity, and inequality in particular social domains, including neighborhoods, youth experiences, policing and mass incarceration, higher education, and the labor market. And Part IV dives deep into the issue of within-group inequalities by race and ethnicity, while also introducing global comparative approaches. We will discuss the implications for public policy through each of these case studies, focusing on strategies for reducing racial and ethnic inequality. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3374
SOC-STD 98SG,"Governing Space: Architecture, Confinement, and Surveillance",226776,2027,Spring,4,No meeting time listed | Instructor Permission Required,Bréond Durr,"How do states, empires, and institutions exercise power through space? This course examines the infrastructures, architectures, and atmospheres through which governance operates, tracing how spatial arrangements shape collective life, regulate conduct, and materialize domination. Drawing on political theory, urban sociology, carceral studies, and legal geography, we explore how spatial regimes take form—from colonial enclosures and internal colonies to national monuments, urban displacement, juridical inscription, and atmospheric control—asking how space governs where we move, who we become, and what futures remain imaginable.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3375
SOC-STD 98SG,"Governing Space: Architecture, Confinement, and Surveillance",226776,2026,Spring,4,W 0945 AM - 1145 AM | Instructor Permission Required,Bréond Durr,"How do states, empires, and institutions exercise power through space? This course examines the infrastructures, architectures, and atmospheres through which governance operates, tracing how spatial arrangements shape collective life, regulate conduct, and materialize domination. Drawing on political theory, urban sociology, carceral studies, and legal geography, we explore how spatial regimes take form—from colonial enclosures and internal colonies to national monuments, urban displacement, juridical inscription, and atmospheric control—asking how space governs where we move, who we become, and what futures remain imaginable.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail. This course will be taught by Dr. Bréond Durr.,,Social Sciences,No,No,FAS Divisional Distribution,3375
SOC-STD 98SS,Statecraft and Sexuality,224417,2026,Fall,4,W 1245 PM - 0245 PM | Instructor Permission Required,Miriam Gleckman-Krut,"States regulate sex, sexual violence, sexual taboos, sexual identities, and even how we talk about sex. In this junior tutorial we will explore how – and why. We study the role of sexuality in the state's core monopolies, notably its monopolies on the legitimate use of force and on the capacity to administer human populations and movements. To this end, we examine instances when the state deploys sexual intimacies and sexual violence as tools for establishing nations, distributing citizenship entitlements, and jockeying for political legitimacy. By attending to the topic transnationally we will gain a better understanding of sexuality, statecraft, and the histories of their entanglement. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3375
SOC-STD 98SS,Statecraft and Sexuality,224417,2025,Fall,4,W 1245 PM - 0245 PM | Instructor Permission Required,Miriam Gleckman-Krut,"Sexuality is central to modern statecraft. This junior tutorial explores how – and why – states regulate sex, sexual violence, sexual taboos, sexual identities, and even talk of sex. Through attention to cases in North America and Southern Africa, we learn how sexuality is embedded in state formation, in the distribution of citizenship entitlements, and in efforts to maintain political legitimacy. Transnational comparisons elucidate generalizable features of sexuality and statecraft, as well as historical moments in which states learn from one another about how to deploy sexuality as a technology of power. Our examination of cases in the Global North and South exposes how these state processes operate in the context of global inequalities. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits.,,Social Sciences,No,No,FAS Divisional Distribution,3375
SOC-STD 98TO,"Technologies, Operations, and Infrastructures",233075,2026,Fall,4,M 1245 PM - 0245 PM | Instructor Permission Required,William Stafford,"How do we research technology? What is the material difference between studying 'technology' versus technologies? To what extent are different technologies comparable as technologies? What do we learn about technology by studying it? Why do we pursue this knowledge? What might it mean to be indifferent to technology, its aims, and its impacts? Is there any such thing as technology?In this tutorial, we will explore technology, technologies, and the technological as a genealogically unique point of departure for studying the relational forms and formats through which we come to understand the social and act socially. If the inheritance of Martin Heidegger inspires an approach to technology which takes it as an abstraction, as an index of modernity, as a modality of relation in which the world is captured as a resource, a broad range of work in the social and humanistic sciences explores the how of technical activity, relations, and interactions. What happens when we see air as media, cities as computers, screens as culture, or race as infrastructure? What are the stakes of doing so? When we attempt to define technology, when we list examples of technological phenomena, what is the question we are seeking to answer? This course will center methodological experimentation, drawing on anthropology, geography, urban studies, science and technology studies, media studies, architecture, and art practice as well as guest lectures and workshops. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3376
SOC-STD 98UD,"Critical Theory of Knowledge, Technology and Power",218523,2026,Spring,4,W 1245 PM - 0245 PM | Instructor Permission Required,Bo-Mi Choi,"This tutorial explores the role and impact of science and technology on society, culture, and politics from the perspective of critical theory. Building on the foundations of Marxian philosophy and the works of 20th-century critical theorists such as Lukáçs, Benjamin, Heidegger, Marcuse, and Foucault, we will explore more recent contributions in the philosophy and post-phenomenology of technology as well as social constructivism and feminist theory. While largely designed as a theory course, this tutorial takes a closer look at artificial intelligence, automation and robotics, surveillance capitalism, data feminism, and digital culture to investigate how these new technologies shape our social reality. The tutorial ends with a module on Afrofuturism as a potentially emancipatory form of techno-utopianism. Questions we will address along the way include: how do science and technology transform and mediate human experience and knowledge of the world? radically affect our political and social order? shape concepts of human subjectivity and regulate human behavior? And what kinds of political, ethical, and aesthetic consequences do we need to consider as we adopt new technology? Rather than conceptualizing science and technology in Promethean terms as ""tools"" of progress, we will closely examine how they are intrinsically constitutive of the ways we experience ourselves and the world around us. The aim is to collaboratively articulate, over the course of the semester, an amplified social theoretic framework that enables us to critically engage with the existential challenges and potential dangers of new technology and normatively evaluate scientific and technological innovations from the standpoint of human flourishing.",This course will be lotteried and is open to non-concentrators if space permits.,,Social Sciences,No,No,FAS Divisional Distribution,3376
SOC-STD 98UE,Urban Ecologies and (Dis)organized Complexities,233074,2026,Fall,4,M 0300 PM - 0500 PM | Instructor Permission Required,Xinyu Guan,"What is a city? Is it just a huge aggregate of people and their interactions? How do we make sense of the various nonhuman and more-than-human entities in cities – plants, animals, sewer lines, fences, viruses, ghosts, zombies? How do they shape our interactions and our political projects? This course examines cities as (dis) organized systems of human and nonhuman interactions and cohabitations, and the ramifications of such complexities for urban politics. Through engaging with ethnographies and ecological theories, we will explore themes such as ecological justice, infrastructure, waste, housing, segregation, critiques of urban planning and legacies of violence. We will sit on the productive site of tension between politico-economic, interpretivist and actor-network frameworks for making sense of urban complexities. In addition to the content, students will learn how to conduct ethnography and interviews, through an observational exercise and other scaffolding assignments. We will also have discussions on questions of research ethics and positionality. For the final assignment, students will conduct primary research and write a 20-25-page paper. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3376
SOC-STD 98VE,"Empire, Capitalism, and Global Economic Development",220522,2027,Spring,4,No meeting time listed | Instructor Permission Required,Jamie Martin,"This course introduces students to the historical study of the world economy by tracing the emergence of a global capitalist economy from the early modern period to the present. It looks at how capitalism first emerged, how it expanded globally, and how it has been transformed over the last six centuries. It does so by looking at the history of international trade, finance and banking, labor and slavery, industrialization, and agriculture. It considers how global capitalism developed in response to transformations in the balance of power between rival empires and nations. It also focuses on the history of global economic inequality -- and its persistence today. The course will conclude by looking at how the future of global capitalism may develop in the wake of the intertwined economic, environmental, and political crises of the early 2020s. This course is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3377
SOC-STD 98VE,"Empire, Capitalism, and Global Economic Development",220522,2026,Spring,4,W 0300 PM - 0500 PM | Instructor Permission Required,Jamie Martin,"This course introduces students to the historical study of the world economy by tracing the emergence of a global capitalist economy from the early modern period to the present. It looks at how capitalism first emerged, how it expanded globally, and how it has been transformed over the last six centuries. It does so by looking at the history of international trade, finance and banking, labor and slavery, industrialization, and agriculture. It considers how global capitalism developed in response to transformations in the balance of power between rival empires and nations. It also focuses on the history of global economic inequality -- and its persistence today. The course will conclude by looking at how the future of global capitalism may develop in the wake of the intertwined economic, environmental, and political crises of the early 2020s. This course is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3377
SOC-STD 98VT,"Solidarity: Group, Self, Identity",220477,2027,Spring,4,No meeting time listed | Instructor Permission Required,Rosemarie Wagner,"How do we figure out who we are and, arguably more importantly, how do we get things done? Can we theorize a self or a group identity without relying on essentialist or perhaps harmful beliefs? What makes people stick together and what makes things fall apart? We will learn from theoretical debates in feminist, queer, Black, democratic, radical (left and right), postcolonial, and disability studies on questions of agency, solidarity, and liberation. We examine the kinds of solidarity and coalition that can exist across class-lines, across the world, from many different lenses. This course focuses on theoretical and historical methodology. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3377
SOC-STD 98VT,"Solidarity: Group, Self, Identity",220477,2026,Spring,4,M 1245 PM - 0245 PM | Instructor Permission Required,Rosemarie Wagner,"People are fighting for themselves and they're fighting for one another, but how do you figure out whom to stand with, and when and how? People with different experiences, beliefs, and commitments, are struggling, fighting, and organizing to get free from oppression and empower themselves. This course examines how agency, solidarity, and coalition can be possible in our post-foundational world, and how we bridge the gap between social theory and social action. Can we theorize a self or a group identity without relying on on essentialist and perhaps harmful beliefs? We will learn from theoretical debates in feminist, queer, Black, democratic, radical, postcolonial, and disability studies on questions of agency, solidarity, and liberation, and will also analyze real- world case studies of coalitions. This course focuses on theoretical and historical methodology. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3378
SOC-STD 98WA,"Crime, Punishment, and Policing in an Unequal America",222691,2026,Spring,4,M 0300 PM - 0530 PM | Instructor Permission Required,Adaner Usmani,"The United States imprisons more people per capita than any comparable society, past or present. It is alone among developed countries in annually killing hundreds of its citizens in police encounters. And it is also, by some distance, the most violent country in the developed world. These facts raise a range of difficult questions about what should be done about crime, punishment and policing in today's United States. The aim of this course is to introduce students to the empirical and normative issues raised by these questions, and by doing so to prepare them to do research on morally-laden empirical topics. The course is taught by a sociologist, but it has been previously co-taught with a philosopher (Christopher Lewis). Throughout, we will be using reasoning and methods from both the social sciences and philosophy. Students will be pushed to develop the strongest possible arguments for positions they may not endorse, and to argue against the perspective of the instructor at every opportunity. They will be guided through the process of writing a research paper which combines empirical and normative argumentation, ideally on the topic of the course material and in preparation for their senior thesis. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits.,,Social Sciences,No,No,FAS Divisional Distribution,3378
SOC-STD 98WB,Inequality Under Capitalism,222692,2025,Fall,4,R 0345 PM - 0545 PM | Instructor Permission Required,Adaner Usmani,"All capitalist societies are characterized by significant forms of inequality. Some people and some groups have more of the things that we think make for a good life, while other people and other groups have less. But inequality is not static; not all societies are equally unequal. Social and political movements have transformed the distribution of well-being in numerous ways. This class ponders the empirical and normative questions raised by these facts. First, what explains inequality? Why do some people have more than others? Second, what should be done about these facts? What kinds of inequalities do we care about? What does justice require? And, given that only some of what justice requires is feasible, what should we demand?",This course will be lotteried and is open to non-concentrators if space permits.,,Social Sciences,No,No,FAS Divisional Distribution,3378
SOC-STD 98WD,The Politics of Health and Medicine in the United States,222714,2026,Fall,4,M 0300 PM - 0500 PM | Instructor Permission Required,Matt Reichert,"How does politics shape our health? In this multidisciplinary class, students explore the historical origins of institutions like Medicare and Medicaid, the FDA, and the NIH. We seek to explain the politics of why American healthcare policy differs so dramatically from its peers, with narrowly targeted public programs and a dominant private insurance sector. Students learn how epidemiologists and clinicians today think about social determinants of health, especially racial disparities in care and outcomes. We conduct deep dives into topics like the sociology of mental illness, maternal mortality, the Affordable Care Act, Covid-19, and the medical ecosystem here in Boston. We consider normative questions, like how to balance cultural competency or patient autonomy with the medical mission to provide care and prevent harm. Finally, students also observe how public health researchers make use of social science methods, from the ethnographic case study to the clinical trial. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits. This course must be taken for a Letter Grade and cannot be taken Pass/Fail.,,Social Sciences,No,No,FAS Divisional Distribution,3379
SOC-STD 98WD,The Politics of Health and Medicine in the United States,222714,2025,Fall,4,W 0945 AM - 1145 AM | Instructor Permission Required,Matt Reichert,"How does politics shape our health? In this multidisciplinary class, students explore the historical origins of institutions like Medicare and Medicaid, the FDA, and the NIH. We seek to explain the politics of why American healthcare policy differs so dramatically from its peers, with narrowly targeted public programs and a dominant private insurance sector. Students learn how epidemiologists and clinicians today think about social determinants of health, especially racial disparities in care and outcomes. We conduct deep dives into topics like the sociology of mental illness, maternal mortality, the Affordable Care Act, Covid-19, and the medical ecosystem here in Boston. We consider normative questions, like how to balance cultural competency or patient autonomy with the medical mission to provide care and prevent harm. Finally, students also observe how public health researchers make use of social science methods, from the ethnographic case study to the clinical trial. This is a junior tutorial.",This course will be lotteried and is open to non-concentrators if space permits.,,Social Sciences,No,No,FAS Divisional Distribution,3379
